LEA Type,AUN,LEA (2018) ,Grads  ,Cohort,Cohort Grad Rate,AIAN (American Indian/Alaska Native )  Grad Rate,Native Hawaiian or Pacific Islander Grad Rate,Asian Grad Rate,Black Grad Rate,Hispanic Grad Rate,White Grad Rate,Multi-Racial Grad Rate
SD,126515001,Philadelphia City SD,"6,551","10,427",62.83%,55.56%,100.00%,85.06%,60.61%,55.60%,67.51%,62.46%
