LEA Type,AUN,LEA,Grads,Cohort,Cohort Grad Rate,AIAN (American Indian/Alaska Native )  Grad Rate,Native Hawaiian or Pacific Islander Grad Rate,Asian Grad Rate,Black Grad Rate,Hispanic Grad Rate,White Grad Rate,Multi-Racial Grad Rate
SD,126515001,Philadelphia City SD,"6,994","10,409",67.19%,65.00%,100.00%,84.52%,64.68%,60.95%,73.54%,73.80%
